job_id,industry,required_skills,acceptable_majors,min_gpa,min_months_experience,min_academic_level,min_hours_per_week,min_length_of_commitment,job_in_person_commitment,min_num_publications,job_llm_output
J0067,CV,"['VGG', 'VAE', 'Style Transfer', 'Facial Recognition', 'GAN', 'YOLO', '3D Vision', 'Super Resolution', 'Image Classification', 'OCR']","['Applied Data Science', 'Electrical Engineering', 'Computer Science']",2.81,14,UG4,22,4,No Preference,2,"As a Computer Vision Engineer, the candidate will be responsible for designing, implementing, and optimizing various deep learning models such as VGG, VAE, Style Transfer, Facial Recognition, GAN, YOLO, 3D Vision, Super Resolution, Image Classification, and OCR. They will work on developing innovative solutions to real-world problems, including image and video analysis, object detection, and text recognition. Additionally, the candidate will collaborate with a cross-functional team to integrate their models into larger systems and ensure the accuracy and efficiency of the overall solution."
J0068,Applications (Other),"['Explainable AI', 'Drug Discovery', 'Survival Analysis', 'HIPAA Compliance', 'Ethics in AI', 'Clinical Data Analysis', 'Healthcare Analytics', 'Signal Processing', 'Time Series Analysis', 'Anomaly Detection']","['Quantitative Biology', 'Computer Science', 'Economics']",2.78,23,UG2,36,2,In Person,1,"As a Data Scientist in the Applications (Other) industry, you will be responsible for developing and implementing Explainable AI models to aid in drug discovery. You will analyze clinical data and healthcare analytics using techniques such as Survival Analysis, Signal Processing, and Time Series Analysis. Additionally, you will ensure HIPAA compliance, apply ethical principles in AI, and detect anomalies in the data to improve the overall efficiency and accuracy of the drug discovery process."
J0069,Theory,"['Mathematical Proofs', 'Game Theory', 'Computational Complexity', 'VC Dimension', 'Compressed Sensing', 'Computational Learning Theory', 'Graph Theory', 'Convex Optimization', 'Concentration Inequalities', 'Information Theory']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",2.28,30,UG2,7,2,In Person,1,"The selected candidate will be responsible for developing and implementing mathematical models in the field of theory, specifically focusing on areas such as mathematical proofs, game theory, computational complexity, VC dimension, compressed sensing, computational learning theory, graph theory, convex optimization, concentration inequalities, and information theory. They will work on designing and analyzing algorithms, proving their correctness, and evaluating their computational complexity. Additionally, the candidate will collaborate with other researchers to apply these theories to real-world problems, contributing to the advancement of the field."
J0070,CV,"['Transfer Learning', 'GAN', 'Super Resolution', 'Facial Recognition', '3D Vision', 'Stereo Vision', 'Convolutional Neural Networks', 'ResNet', 'Pose Estimation', 'Mask R-CNN']","['Applied Data Science', 'Computer Science', 'Applied Math']",2.49,19,UG3,23,1,No Preference,0,"As a Computer Vision Engineer, you will be responsible for developing advanced algorithms for transfer learning, generative adversarial networks (GAN), and super-resolution techniques. Your primary focus will be on implementing and optimizing facial recognition, 3D vision, and stereo vision systems using Convolutional Neural Networks (CNN), ResNet, and Mask R-CNN. Additionally, you will work on enhancing pose estimation capabilities to improve the accuracy and efficiency of our vision-based applications."
J0071,Reinforcement Learning,"['Off-Policy Learning', 'Dynamic Programming', 'Q-Learning', 'Policy Gradient', 'Exploration Strategies', 'SAC', 'Temporal Difference', 'OpenAI Gym', 'Unity ML-Agents', 'Model-Based RL']","['Statistics', 'Applied Math', 'Computer Science']",2.28,19,UG3,37,1,Online,0,"As a Reinforcement Learning Engineer, you will be responsible for designing and implementing advanced algorithms for off-policy learning, dynamic programming, and Q-Learning. Your primary focus will be on developing and optimizing policy gradient methods, such as Soft Actor-Critic (SAC), and employing exploration strategies to ensure efficient learning. You will also work on integrating these algorithms with popular RL frameworks like OpenAI Gym and Unity ML-Agents, and apply them to solve complex reinforcement learning problems."
J0072,CV,"['Object Detection', '3D Vision', 'Image Segmentation', 'ResNet', 'VAE', 'GAN', 'Image Generation', 'OCR', 'Facial Recognition', 'SLAM']","['Computer Science', 'Applied Math', 'Statistics']",2.39,32,UG1,23,2,No Preference,2,"As a Computer Vision Engineer, the candidate will be responsible for designing, developing, and implementing advanced object detection, 3D vision, and image segmentation algorithms using state-of-the-art techniques such as ResNet, Variational Autoencoders (VAE), and Generative Adversarial Networks (GAN). They will work on image generation, Optical Character Recognition (OCR), facial recognition, and Simultaneous Localization and Mapping (SLAM) systems to enhance the performance and efficiency of our AI-powered products. The successful candidate will collaborate with a multidisciplinary team to integrate these technologies into real-world applications, ensuring the delivery of high-quality."
J0073,Robotics,"['Inverse Kinematics', 'Motion Planning', 'Control Systems', 'Manipulation', 'Gazebo Simulation', 'Imitation Learning', 'ROS', 'Computer Vision for Robotics', 'Dynamics Modeling', 'Kalman Filters']","['Statistics', 'Electrical Engineering', 'Computer Science']",3.38,16,UG3,21,2,No Preference,0,"As a Robotics Engineer, you will be responsible for designing, developing, and implementing advanced robotics systems. Your primary focus will be on developing inverse kinematics, motion planning, and control systems for robotic manipulators. You will also work on integrating Gazebo simulation, imitation learning, and computer vision for robotics to enhance the performance and adaptability of the robots. Additionally, you will model the dynamics of the robots and implement Kalman filters for improved accuracy and stability in their operations."
J0074,Reinforcement Learning,"['Temporal Difference', 'DDPG', 'Bellman Equation', 'TD3', 'Exploration Strategies', 'Off-Policy Learning', 'Monte Carlo Methods', 'Policy Gradient', 'Experience Replay', 'Deep Q-Networks']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",2.79,29,UG1,21,2,No Preference,1,"As a Reinforcement Learning Engineer, the candidate will be responsible for designing, implementing, and optimizing deep learning models using various reinforcement learning techniques such as Temporal Difference, DDPG, and Bellman Equation. They will work on developing and improving off-policy learning algorithms, including TD3, and employing exploration strategies to enhance the efficiency of the learning process. The candidate will also focus on refining and integrating Monte Carlo methods, policy gradient techniques, and experience replay mechanisms into deep Q-networks to create robust and scalable reinforcement learning systems."
J0075,Applications (Other),"['Genomics', 'Data Analysis', 'Explainable AI', 'Privacy-Preserving ML', 'Experimental Design', 'Medical Imaging', 'Clinical Data Analysis', 'Time Series Analysis', 'Drug Discovery', 'Bioinformatics']","['Applied Data Science', 'Applied Math', 'Statistics']",2.72,5,UG4,20,1,Hybrid,0,"As a Genomics Data Analyst, the candidate will be responsible for analyzing complex genomic data to identify patterns and insights that can aid in drug discovery and medical research. They will work on developing explainable AI models to ensure transparency and interpretability in the results, while also implementing privacy-preserving machine learning techniques to protect patient data. Additionally, the candidate will design and execute experiments, analyze medical imaging and clinical data, and perform time series analysis to monitor trends and make informed decisions."
J0076,Applications (Other),"['Anomaly Detection', 'Data Privacy', 'Bioinformatics', 'Survival Analysis', 'HIPAA Compliance', 'Differential Privacy', 'Clinical Data Analysis', 'A/B Testing', 'Healthcare Analytics', 'Federated Learning']","['Computer Science', 'Applied Data Science', 'Electrical Engineering']",2.36,9,UG1,12,4,No Preference,2,"As a Senior Data Scientist in the Applications (Other) industry, you will be responsible for developing and implementing advanced data analysis techniques to identify anomalies in complex healthcare datasets. Your role will involve ensuring compliance with data privacy regulations such as HIPAA, implementing differential privacy methods to protect patient data, and conducting clinical data analysis to improve healthcare outcomes. Additionally, you will work on A/B testing and healthcare analytics projects, employing bioinformatics, survival analysis, and federated learning to drive meaningful insights and improvements in patient care."
J0077,CV,"['VAE', '3D Vision', 'Pose Estimation', 'OCR', 'SLAM', 'Facial Recognition', 'Inception', 'Stereo Vision', 'R-CNN', 'Point Cloud Processing']","['Computer Science', 'Applied Math', 'Applied Data Science']",2.12,28,UG3,18,2,In Person,1,"In this role, the candidate will be responsible for developing and implementing advanced computer vision algorithms for a variety of tasks, including object detection using R-CNN, facial recognition, and stereo vision. They will also work on generating 3D point clouds from images and processing them, as well as utilizing techniques such as VAE, OCR, SLAM, and Inception for enhanced performance in the field of 3D vision and pose estimation. The successful candidate will collaborate with a team of researchers and engineers to create innovative solutions that push the boundaries of computer vision technology."
J0078,NLP,"['POS Tagging', 'BERT', 'Prompt Engineering', 'Attention Mechanisms', 'Language Modeling', 'GPT', 'Text Summarization', 'Information Extraction', 'Seq2Seq', 'Fine-tuning LLMs']","['Computer Science', 'Applied Data Science', 'Statistics']",3.04,2,UG4,37,2,No Preference,2,"As a Natural Language Processing (NLP) Engineer, you will be responsible for designing, developing, and implementing advanced machine learning models to improve language understanding and processing. Your primary focus will be on applying techniques such as POS tagging, BERT, prompt engineering, attention mechanisms, language modeling, GPT, text summarization, information extraction, Seq2Seq, and fine-tuning large language models (LLMs) to various NLP tasks. You will work on enhancing the performance of these models, ensuring they are efficient, accurate, and adaptable to real-world scenarios. Additionally, you will collaborate with cross-functional teams to integrate your models into practical applications, contributing to the development."
J0079,Reinforcement Learning,"['Deep Q-Networks', 'Unity ML-Agents', 'Actor-Critic', 'Model-Based RL', 'Policy Gradient', 'Exploration Strategies', 'TRPO', 'Experience Replay', 'TD3', 'Off-Policy Learning']","['Computer Science', 'Electrical Engineering', 'Applied Math']",3.78,33,MS1,40,2,Hybrid,1,"As a Reinforcement Learning Engineer, you will be responsible for designing, implementing, and optimizing deep reinforcement learning algorithms to train agents in complex environments. Specifically, you will work on developing deep Q-Networks and other advanced RL techniques, such as Actor-Critic methods, Policy Gradient, and Model-Based RL. Additionally, you will focus on implementing these techniques using Unity ML-Agents and other popular RL libraries, while also exploring novel exploration strategies, such as TRPO, Experience Replay, TD3, and Off-Policy Learning, to ensure efficient and effective learning."
J0080,NLP,"['Fine-tuning LLMs', 'Word Embeddings', 'Dialog Systems', 'Text Summarization', 'BERT', 'Prompt Engineering', 'GPT', 'Chatbots', 'Text Classification', 'Seq2Seq']","['Applied Data Science', 'Electrical Engineering', 'Computer Science']",2.51,9,UG3,6,1,Hybrid,1,"As a Natural Language Processing (NLP) Engineer, you will be responsible for designing, implementing, and fine-tuning state-of-the-art Language Models (LLMs) to enhance various NLP applications. You will work on developing word embeddings, dialog systems, text summarization, and text classification models using advanced techniques such as BERT, GPT, and Prompt Engineering. Additionally, you will design and improve chatbots and sequential models for specific tasks, ensuring their efficiency and effectiveness in real-world scenarios."
J0081,Robotics,"['Robot Learning', 'MuJoCo', 'Manipulation', 'Localization', 'Gazebo Simulation', 'Path Planning', 'Inverse Kinematics', 'Kalman Filters', 'Dynamics Modeling', 'Forward Kinematics']","['Computer Science', 'Electrical Engineering', 'Statistics']",3.46,33,UG1,28,1,Hybrid,1,"As a Robotics Engineer, you will be responsible for designing and implementing advanced robot learning algorithms using MuJoCo, a popular physics engine for robotics research. Your primary focus will be on developing manipulation, localization, and path planning techniques for robotic systems, leveraging your expertise in inverse kinematics, Kalman filters, and dynamics modeling. Additionally, you will work on simulating robotic scenarios using Gazebo, integrating your solutions into the simulation environment, and testing their performance in realistic, dynamic environments."
J0082,Reinforcement Learning,"['SAC', 'Model-Based RL', 'Reward Shaping', 'Experience Replay', 'TD3', 'PPO', 'Markov Decision Process', 'Policy Gradient', 'Inverse RL', 'Actor-Critic']","['Applied Math', 'Computer Science', 'Electrical Engineering']",2.91,34,MS1,3,1,No Preference,0,"As a Reinforcement Learning Engineer, the candidate will be responsible for designing, developing, and implementing advanced reinforcement learning algorithms, specifically focusing on SAC, Model-Based RL, Reward Shaping, Experience Replay, TD3, PPO, Markov Decision Process, Policy Gradient, Inverse RL, and Actor-Critic methods. The candidate will work on creating efficient and effective learning strategies for complex decision-making tasks, with a primary focus on optimizing agent behavior through reinforcement learning techniques. Additionally, the candidate will collaborate with the team to integrate these algorithms into real-world applications, enhancing the performance and adaptability of autonomous systems."
J0083,Reinforcement Learning,"['TRPO', 'Bellman Equation', 'Markov Decision Process', 'Experience Replay', 'Unity ML-Agents', 'Deep Q-Networks', 'OpenAI Gym', 'Monte Carlo Methods', 'TD3', 'Dynamic Programming']","['Applied Data Science', 'Electrical Engineering', 'Applied Math']",3.1,28,UG2,35,2,Online,1,"As a Reinforcement Learning Engineer, you will be responsible for designing, implementing, and optimizing reinforcement learning algorithms for various applications. Your primary tasks will involve applying techniques such as TRPO, Bellman Equation, Markov Decision Process, and Experience Replay to develop intelligent agents capable of learning from their interactions with environments. You will work extensively with Unity ML-Agents and OpenAI Gym to simulate and test these agents, and employ Deep Q-Networks, Monte Carlo Methods, TD3, and Dynamic Programming to improve their performance."
J0084,Robotics,"['Particle Filters', 'Navigation', 'Imitation Learning', 'Inverse Kinematics', 'Manipulation', 'State Estimation', 'Gazebo Simulation', 'Grasping', 'Sensor Fusion', 'Computer Vision for Robotics']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",3.44,8,UG3,4,2,In Person,2,"As a Robotics Engineer, you will be responsible for designing, implementing, and testing advanced algorithms for robot navigation, manipulation, and grasping. Your primary focus will be on developing state-of-the-art techniques for particle filters, inverse kinematics, and sensor fusion, while also working on imitation learning, navigation, and computer vision for robotics. You will utilize Gazebo simulation to test and refine your algorithms, ensuring they can function effectively in real-world scenarios."
J0085,CV,"['YOLO', 'VGG', 'Image Segmentation', 'Mask R-CNN', 'ResNet', 'VAE', 'Style Transfer', 'R-CNN', 'GAN', 'Stereo Vision']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",3.7,14,UG4,23,4,In Person,1,"As a Computer Vision Engineer, the candidate will be responsible for designing and implementing advanced machine learning models for image analysis tasks. This includes working on projects such as object detection using YOLO, VGG, and Mask R-CNN, image segmentation with ResNet, and style transfer using GAN. Additionally, the candidate will contribute to the development of more complex systems like Variational Autoencoders (VAE) and Stereo Vision algorithms."
J0086,CV,"['EfficientNet', 'Transfer Learning', 'Data Augmentation', 'Image Segmentation', 'Point Cloud Processing', 'SLAM', 'Convolutional Neural Networks', 'Inception', 'YOLO', 'Super Resolution']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",3.42,8,UG1,19,4,Online,2,"As a Computer Vision Engineer, you will be responsible for designing and implementing advanced machine learning models using EfficientNet, Transfer Learning, and Convolutional Neural Networks. Your primary focus will be on developing image segmentation techniques, data augmentation strategies, and applying these methods to real-world problems such as Point Cloud Processing and SLAM. Additionally, you will work on enhancing the performance of existing models through techniques like Super Resolution and refining object detection algorithms like YOLO."
J0087,NLP,"['POS Tagging', 'Text Summarization', 'Transformers', 'GPT', 'Chatbots', 'Text Generation', 'Machine Translation', 'Named Entity Recognition', 'Information Extraction', 'Tokenization']","['Computer Science', 'Electrical Engineering', 'Applied Math']",2.2,18,UG2,20,1,No Preference,2,"As a Natural Language Processing (NLP) Engineer, you will be responsible for designing, developing, and implementing cutting-edge NLP solutions. Your primary focus will be on tasks such as POS tagging, text summarization, and text generation using Transformers and GPT. Additionally, you will work on creating intelligent chatbots, performing machine translation, and implementing Named Entity Recognition and Information Extraction techniques. Tokenization will also be a crucial part of your work, ensuring the efficient processing of text data."
J0088,CV,"['VAE', 'Image Segmentation', 'YOLO', 'Image Generation', 'Facial Recognition', 'Super Resolution', 'Convolutional Neural Networks', 'Style Transfer', 'Transfer Learning', 'R-CNN']","['Computer Science', 'Electrical Engineering', 'Applied Math']",2.52,0,MS1,23,2,Online,2,"As a Computer Vision Engineer, the successful candidate will be responsible for developing and implementing advanced algorithms for image segmentation, object detection, and facial recognition using cutting-edge techniques such as VAE, YOLO, and R-CNN. They will work on projects involving image generation, super-resolution, and style transfer, utilizing Convolutional Neural Networks and Transfer Learning. Additionally, the candidate will contribute to projects focused on real-time object tracking and real-time super-resolution, further enhancing the capabilities of our image processing systems."
J0089,Robotics,"['Path Planning', 'State Estimation', 'Trajectory Optimization', 'Dynamics Modeling', 'Imitation Learning', 'Kalman Filters', 'V-REP', 'Particle Filters', 'ROS', 'Manipulation']","['Statistics', 'Computer Science', 'Electrical Engineering']",3.57,2,UG4,24,1,Hybrid,0,"As a Robotics Engineer, the candidate will be responsible for designing and implementing advanced path planning algorithms, state estimation techniques, and trajectory optimization strategies for autonomous robotic systems. They will work on modeling the dynamics of robotic manipulators, utilizing imitation learning and Kalman filters to improve system performance, and integrating these components with simulation software such as V-REP and ROS for real-world application. Additionally, the candidate will develop particle filter-based localization methods and enhance the overall robustness of the robot's manipulation capabilities."
J0090,Theory,"['Statistical Learning Theory', 'Theoretical CS', 'Mathematical Proofs', 'Sparse Recovery', 'Convex Optimization', 'Random Matrix Theory', 'Approximation Algorithms', 'Linear Algebra', 'Computational Complexity', 'Graph Theory']","['Computer Science', 'Applied Data Science', 'Statistics']",2.98,11,UG4,31,1,In Person,2,"In this role, the successful candidate will be responsible for conducting original research in the field of statistical learning theory, developing mathematical models and algorithms to solve complex problems in theoretical computer science. They will work on proving theoretical guarantees for sparse recovery and convex optimization techniques, analyze the computational complexity of their proposed algorithms, and collaborate with other researchers to extend their findings to other areas such as random matrix theory, approximation algorithms, linear algebra, and graph theory. The ultimate goal is to advance the state-of-the-art in statistical learning theory and its applications to machine learning and data science."
J0091,NLP,"['BERT', 'Language Modeling', 'Machine Translation', 'Fine-tuning LLMs', 'Chatbots', 'Dialog Systems', 'Word Embeddings', 'Prompt Engineering', 'Information Extraction', 'Seq2Seq']","['Electrical Engineering', 'Applied Data Science', 'Computer Science']",3.78,34,UG4,17,1,Hybrid,1,"As a Natural Language Processing Engineer, you will be responsible for designing, developing, and implementing state-of-the-art language models using BERT and other advanced techniques such as Language Modeling, Machine Translation, and Fine-tuning Large Language Models (LLMs). You will work on creating chatbots, dialog systems, and information extraction systems, leveraging technologies like Word Embeddings, Prompt Engineering, and Seq2Seq models. Your role will also involve continuous improvement and optimization of these systems to ensure they deliver accurate and efficient results."
J0092,Applications (Other),"['Data Privacy', 'Explainable AI', 'Ethics in AI', 'Bioinformatics', 'Clinical Data Analysis', 'Drug Discovery', 'Genomics', 'Medical Imaging', 'A/B Testing', 'Epidemiology']","['Applied Data Science', 'Applied Math', 'Economics']",2.66,33,UG3,6,1,No Preference,2,"As a Data Scientist in the Applications (Other) industry, the candidate will be responsible for applying their expertise in data privacy, explainable AI, and ethics in AI to develop innovative solutions. They will work on projects involving bioinformatics, clinical data analysis, drug discovery, genomics, medical imaging, A/B testing, and epidemiology. The candidate's primary focus will be on creating algorithms and models that are not only accurate but also transparent and compliant with data privacy regulations."
J0093,Reinforcement Learning,"['DDPG', 'Inverse RL', 'Model-Based RL', 'Actor-Critic', 'Policy Gradient', 'Bellman Equation', 'Off-Policy Learning', 'Bandit Algorithms', 'Unity ML-Agents', 'OpenAI Gym']","['Computer Science', 'Electrical Engineering', 'Applied Math']",2.3,28,UG3,29,2,No Preference,1,"As a Reinforcement Learning Engineer, the candidate will be responsible for designing, implementing, and optimizing advanced reinforcement learning algorithms such as DDPG, Inverse RL, Model-Based RL, and Actor-Critic methods. They will work on developing policies for complex decision-making tasks using Policy Gradient and Bellman Equation techniques. Additionally, the candidate will focus on creating and testing reinforcement learning models using popular platforms like Unity ML-Agents and OpenAI Gym, with the aim of improving the efficiency and performance of these models through off-policy learning and bandit algorithms."
J0094,Robotics,"['Motion Planning', 'Path Planning', 'MuJoCo', 'V-REP', 'Manipulation', 'Trajectory Optimization', 'State Estimation', 'Sensor Fusion', 'ROS', 'Localization']","['Computer Science', 'Statistics', 'Electrical Engineering']",3.53,28,UG1,9,2,Hybrid,1,"As a Robotics Engineer, you will be responsible for designing and implementing advanced motion and path planning algorithms for robotic systems. Your primary focus will be on developing robust solutions for manipulation, trajectory optimization, and state estimation using tools such as MuJoCo, V-REP, and ROS. Additionally, you will work on integrating sensor fusion and localization techniques to enable autonomous navigation and interaction with the environment."
J0095,CV,"['Object Detection', 'Facial Recognition', 'R-CNN', '3D Vision', 'VAE', 'EfficientNet', 'SLAM', 'OCR', 'Image Segmentation', 'Stereo Vision']","['Computer Science', 'Applied Data Science', 'Electrical Engineering']",2.95,25,UG3,18,1,In Person,2,"As a Computer Vision Engineer, the candidate will be responsible for designing and implementing advanced algorithms for object detection, facial recognition, and image segmentation using techniques such as R-CNN, EfficientNet, and VAE. They will also work on developing 3D vision systems, utilizing SLAM and stereo vision, and integrating OCR and text recognition to enhance the functionality of our products. Furthermore, the candidate will collaborate with the team to improve the overall performance and efficiency of our systems."
J0096,Reinforcement Learning,"['Reward Shaping', 'Exploration Strategies', 'Temporal Difference', 'DDPG', 'Actor-Critic', 'Multi-Agent RL', 'Markov Decision Process', 'Unity ML-Agents', 'SAC', 'Inverse RL']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",3.25,31,UG2,8,1,No Preference,0,"As a Reinforcement Learning Engineer, the candidate will be responsible for designing and implementing advanced reinforcement learning algorithms to optimize the performance of AI agents in complex environments. This will involve developing exploration strategies, shaping rewards, and utilizing techniques such as Temporal Difference, DDPG, and Actor-Critic methods. The candidate will also work on implementing multi-agent reinforcement learning algorithms, inverse reinforcement learning, and applying these techniques in the Unity ML-Agents platform, as well as experimenting with newer methods like SAC. The ultimate goal is to create intelligent AI agents that can learn and make decisions effectively in dynamic and unpredictable environments."
J0097,Robotics,"['Navigation', 'Path Planning', 'MuJoCo', 'Forward Kinematics', 'Trajectory Optimization', 'Imitation Learning', 'Kalman Filters', 'Particle Filters', 'Inverse Kinematics', 'State Estimation']","['Computer Science', 'Electrical Engineering', 'Applied Math']",3.53,11,UG3,33,1,Online,0,"As a Robotics Engineer, you will be responsible for designing, implementing, and optimizing navigation and path planning algorithms for our robotic systems. Your primary focus will be on developing robust solutions using techniques such as MuJoCo, Forward Kinematics, Trajectory Optimization, and Imitation Learning. Additionally, you will work on implementing advanced state estimation algorithms, including Kalman Filters, Particle Filters, and Inverse Kinematics, to improve the performance and accuracy of our robots."
J0098,NLP,"['Transformers', 'Attention Mechanisms', 'Topic Modeling', 'Document Clustering', 'Prompt Engineering', 'POS Tagging', 'Chatbots', 'Named Entity Recognition', 'GPT', 'Information Extraction']","['Computer Science', 'Electrical Engineering', 'Applied Data Science']",2.56,30,MS1,27,1,Online,1,"As a Natural Language Processing (NLP) Engineer, you will be responsible for designing, developing, and implementing advanced NLP models to improve the performance and efficiency of our language understanding systems. Your primary tasks will involve working on various NLP techniques such as Transformers, Attention Mechanisms, Topic Modeling, and Document Clustering. Additionally, you will be expected to engineer prompts, develop chatbots, and employ techniques like POS Tagging, Named Entity Recognition, and Information Extraction to enhance the capabilities of our language models, with a focus on the latest technologies like GPT."
J0099,Robotics,"['Path Planning', 'Navigation', 'Imitation Learning', 'MuJoCo', 'State Estimation', 'Trajectory Optimization', 'Localization', 'Kalman Filters', 'Sensor Fusion', 'Particle Filters']","['Computer Science', 'Applied Data Science', 'Electrical Engineering']",2.78,3,UG1,34,1,Online,1,"As a Robotics Engineer, the candidate will be responsible for designing and implementing advanced path planning and navigation algorithms for autonomous robots. They will work on integrating imitation learning techniques with MuJoCo simulations to train robots for complex tasks. Additionally, the candidate will develop state estimation and localization methods using Kalman filters and sensor fusion algorithms to enable accurate robot localization and navigation in dynamic environments."
J0100,Robotics,"['Control Systems', 'Trajectory Optimization', 'State Estimation', 'Inverse Kinematics', 'Path Planning', 'PID Control', 'Computer Vision for Robotics', 'Kalman Filters', 'Gazebo Simulation', 'Localization']","['Computer Science', 'Applied Data Science', 'Electrical Engineering']",3.13,34,UG1,33,1,Online,2,"As a Robotics Engineer, the candidate will be responsible for designing, developing, and implementing control systems for our advanced robotic platforms. This will involve working on tasks such as trajectory optimization, state estimation, and inverse kinematics to ensure smooth and efficient movement. Additionally, the candidate will work on path planning algorithms, PID control, and computer vision for robotics to enhance the performance and autonomy of our robots. Furthermore, the candidate will utilize Gazebo simulation and Kalman filters for testing and localization purposes."
